600198 大唐電信 -- 20080101-99999999,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
年月日,未調整收盤價(元),日回報率 %,週回報率 %,月回報率 %,季回報率 %,年回報率 %,本週以來回報率 %,本月以來回報率 %,本季以來回報率 %,本年以來回報率 %,與大盤比%-日回報率,與大盤比%-週回報率,與大盤比%-月回報率,與大盤比%-季回報率,與大盤比%-年回報率,與滬深300比-日回報率,與滬深300比-週回報率,與滬深300比-月回報率,與滬深300比-季回報率,與滬深300比-年回報率
2008/09/23,5.01,-4.9336,-4.7529,-9.0744,-15.9397,-73.6316,-0.1992,-4.3893,-16.9155,-73.576,-3.4266,-14.0493,-0.6607,5.4011,-34.6673,-1.1669,-10.2623,2.9769,10.4428,-32.1002
2008/09/24,5.11,1.996,1.7928,-7.2595,-18.3707,-72.2585,1.7928,-2.4809,-15.2571,-73.0486,1.292,-11.4209,0.6228,3.2152,-31.3599,1.2629,-8.1882,4.2773,8.843,-28.484
2008/09/25,5.3,3.7182,10.8786,-4.3322,-19.3304,-71.7485,5.5777,1.1451,-12.1062,-72.0465,0.0756,-8.5059,0.4928,2.0006,-33.2802,-0.2317,-5.4546,3.2837,7.7343,-30.696
2008/09/26,5.33,0.566,6.1753,1.3308,-19.729,-70.9221,6.1753,1.7175,-11.6087,-71.8883,0.729,-3.9477,3.8179,1.5504,-32.3247,-0.3361,-1.8952,5.2993,6.6472,-30.5216
2009/01/05,7.09,5.037,4.5723,32.5233,33.0208,-63.4725,5.037,5.037,5.037,5.037,1.691,2.8911,42.2431,62.2361,4.1325,1.3979,3.0061,41.6877,58.5019,6.3763
2009/01/06,7.39,4.2313,14.7515,38.1307,46.0476,-61.9269,9.4814,9.4814,9.4814,9.4814,1.195,8.5768,43.943,63.8846,5.3772,1.0211,8.2921,43.1342,60.0222,7.4625
2009/01/07,7.29,-1.3532,7.9999,36.2615,48.1709,-63.126,7.9999,7.9999,7.9999,7.9999,-0.6798,2.2066,42.9644,66.1779,3.3638,-0.7597,1.655,42.0468,61.3113,6.097
2009/01/08,6.93,-4.9383,2.6666,26.9229,42.0083,-64.8937,2.6666,2.6666,2.6666,2.6666,-2.6186,-0.4697,41.2893,58.1916,0.6826,-2.7638,-1.1545,40.8416,52.1539,2.7907
2009/01/09,6.99,0.8658,3.5555,30.6541,45.625,-65.0151,3.5555,3.5555,3.5555,3.5555,-0.5469,-1.014,39.7684,58.5997,-0.1658,-0.7312,-1.8773,38.9958,51.4646,2.3762
2009/01/12,6.87,-1.7167,-3.103,20.5262,50.658,-64.2002,-1.7167,1.7777,1.7777,1.7777,-1.4832,-4.1039,23.9428,58.6036,3.3228,-1.8355,-5.0063,23.0169,49.5809,6.2258
2009/01/13,6.53,-4.9491,-11.6374,14.5612,47.4041,-65.9719,-6.5808,-3.2594,-3.2594,-3.2594,-3.0627,-8.1386,20.1468,64.0322,0.1586,-2.6945,-8.5001,19.7022,55.9911,3.3638
2009/01/14,6.72,2.9096,-7.819,17.8945,55.9165,-64.8536,-3.8627,-0.4446,-0.4446,-0.4446,-0.585,-8.051,19.4439,63.0663,0.1781,-1.2515,-8.9535,18.2042,54.2717,3.0299
2009/01/15,6.78,0.8929,-2.1645,13.1885,65.3659,-65.4082,-3.0043,0.4443,0.4443,0.4443,1.3481,-4.3056,15.7923,71.7782,-1.9326,0.912,-5.5117,14.3557,61.9382,0.7987
2009/01/16,6.72,-0.885,-3.8627,10.8909,72.3076,-64.7984,-3.8627,-0.4446,-0.4446,-0.4446,-2.621,-6.3012,12.0581,68.3846,-4.7107,-2.645,-7.3333,11.1268,57.6488,-2.6195
2009/01/19,6.82,1.4881,-0.7279,-0.2925,73.5369,-63.8772,1.4881,1.0369,1.0369,1.0369,-0.1586,-5.0414,1.3032,68.6432,-5.8054,0.366,-5.2552,1.672,58.0837,-2.8137
2009/01/20,6.86,0.5865,5.0535,0.2923,68.9655,-63.6654,2.0833,1.6295,1.6295,1.6295,0.2115,-1.8341,1.5175,67.2621,-5.6063,-0.0455,-2.6759,1.6257,58.2478,-2.858
2009/01/21,6.8,-0.8746,1.1905,-0.5849,67.0762,-63.5585,1.1905,0.7406,0.7406,0.7406,-0.4206,-1.6717,1.0905,64.8468,-9.7797,-0.704,-2.1363,0.9102,55.4809,-7.2485
2009/01/22,6.66,-2.0588,-1.7699,-7.2424,68.6076,-62.4366,-0.8928,-1.3334,-1.3334,-1.3334,-3.0326,-5.9219,-8.0378,59.4303,-14.5719,-3.153,-6.0785,-8.4675,51.1879,-12.6607
2009/01/23,6.89,3.4535,2.5299,-8.6207,77.121,-60.4479,2.5299,2.074,2.074,2.074,4.1963,0.6644,-12.9095,66.8801,-6.5561,4.0576,0.3877,-13.7333,59.8761,-3.1948
2009/02/02,7.22,4.7896,4.7896,6.963,83.2489,-50.9844,4.7896,4.7896,6.963,6.963,3.6944,3.6944,-3.186,57.4793,5.2772,3.5476,3.5476,-5.4822,48.2033,8.939
2009/02/03,7.15,-0.9695,3.7737,5.9259,82.3982,-51.4597,3.7737,3.7737,5.9259,5.9259,-3.3302,0.2412,-6.4102,52.214,1.771,-3.4041,0.0228,-8.6997,43.0136,5.2305
2009/02/04,7.18,0.4196,4.2091,6.3704,80.8567,-53.5876,4.2091,4.2091,6.3704,6.3704,-1.8168,-1.5801,-8.1105,46.4448,2.8803,-2.2459,-2.2236,-10.7501,35.8885,6.0486
2009/02/05,7.54,5.0139,9.434,6.347,87.5625,-52.5787,9.434,9.434,11.7037,11.7037,5.501,3.834,-4.6677,57.3984,3.9663,5.7678,3.4159,-6.9038,47.4899,8.5079
2009/02/06,7.75,2.7851,12.4819,4.8715,98.2099,-51.258,12.4819,12.4819,14.8148,14.8148,-1.1364,2.6541,-6.864,56.0902,2.7846,-1.1801,2.1955,-8.9323,46.1602,7.2273
2009/02/09,7.65,-1.2903,5.9557,9.4422,91.7297,-51.8869,-1.2903,11.0305,13.3333,13.3333,-3.2192,-4.1902,-6.2924,50.6212,-0.5241,-3.843,-5.0986,-8.5851,40.0672,3.1067
2009/02/10,7.64,-0.1307,6.8531,9.2991,82.3393,-51.9498,-1.4193,10.8854,13.1852,13.1852,-1.914,-2.7867,-8.0861,50.9168,-2.4282,-1.422,-3.1513,-9.885,41.1896,1.6404
2009/02/11,7.64,0,6.4067,9.2991,83.2138,-51.9498,-1.4193,10.8854,13.1852,13.1852,0.192,-0.7977,-7.9096,49.4036,-2.2408,-0.188,-1.1124,-10.0545,40.0041,1.4494
2009/02/12,8.02,4.9738,6.366,16.7395,83.1053,-49.5598,3.4839,16.4006,18.8148,18.8148,5.5681,-0.7346,-1.3182,51.4233,3.2027,5.5532,-1.3132,-3.2845,42.3096,7.0833
2009/02/13,8.15,1.6209,5.1613,24.8086,86.0732,-48.903,5.1613,18.2874,20.7407,20.7407,-1.5625,-1.1622,0.209,54.5496,-1.1279,-1.7984,-1.9305,-2.3938,45.3547,2.5754
2009/02/16,8.19,0.4908,7.0588,21.8751,79.6054,-49.847,0.4908,18.8679,21.3333,21.3333,-2.3941,-0.3196,-0.3103,49.3167,-5.6061,-2.0877,-0.1404,-1.4894,41.777,-1.9595
2009/02/17,7.79,-4.884,1.9633,15.9227,65.0425,-52.2965,-4.4172,13.0624,15.4074,15.4074,-2.0156,-0.423,-2.3197,44.4817,-7.5087,-1.8154,-0.5389,-3.2778,37.4991,-3.7396
2009/02/18,7.41,-4.878,-3.0105,10.268,65.4019,-55.4688,-9.0797,7.5472,9.7778,9.7778,-0.1612,-0.7739,-2.4772,42.3917,-7.9468,-0.3034,-0.654,-3.5713,33.7125,-3.9081
2009/02/19,7.64,3.1039,-4.7382,12.0236,62.5533,-54.1692,-6.2576,10.8854,13.1852,13.1852,2.3047,-3.8414,-0.0711,47.2515,-4.0163,2.0915,-3.9121,-1.9135,38.1354,0.1138
2009/02/20,7.64,0,-6.2576,11.3704,54.656,-52.7813,-6.2576,10.8854,13.1852,13.1852,-1.5191,-3.7989,-1.7968,35.6639,-4.6428,-1.9583,-4.0685,-3.7905,27.4828,-1.1309
2009/02/23,7.8,2.0942,-4.7619,13.2076,57.8948,-55.0433,2.0942,13.2076,15.5555,15.5555,0.1327,-1.3085,-2.264,34.8598,-14.791,-0.708,-2.7168,-4.5358,25.8142,-12.3017
2009/02/24,7.41,-5,-4.8781,7.5472,57.9957,-57.2912,-3.0105,7.5472,9.7777,9.7777,-0.462,0.2563,-2.7155,36.1993,-15.1848,-0.5166,-1.4299,-5.029,26.1327,-12.755
2009/02/25,7.2,-2.834,-2.8341,4.4993,50.6276,-56.3108,-5.7592,4.4993,6.6666,6.6666,-3.0947,-2.6894,-5.7261,28.9296,-16.9899,-2.9353,-4.0321,-7.8167,19.9063,-14.3047
2009/02/26,6.89,-4.3056,-9.8168,0,37.2509,-58.141,-9.8168,0,2.074,2.074,-0.4565,-5.3157,-6.1564,22.7986,-16.3676,0.6782,-5.3605,-7.1915,15.5245,-13.6997
2009/02/27,6.55,-4.9347,-14.2671,-4.9347,31.526,-62.0291,-14.2671,-4.9347,-2.9631,-2.9631,-3.1821,-6.9147,-9.1427,21.1075,-20.9896,-2.7276,-6.1031,-9.7229,14.9338,-17.6943
2009/03/02,6.58,0.458,-15.6411,-8.8644,29.5274,-61.0652,0.458,0.458,-2.5186,-2.5186,-0.0504,-7.0849,-12.4239,16.9172,-19.1242,-0.664,-6.0615,-13.3949,11.813,-15.9219
2009/03/03,6.54,-0.6079,-11.7409,-8.5316,25.5276,-61.3019,-0.1527,-0.1527,-3.1112,-3.1112,0.4485,-6.2349,-9.0007,19.1032,-17.0853,0.4366,-5.1614,-9.9513,14.4234,-13.4559
2009/03/04,6.87,5.0459,-4.5834,-4.3177,31.8616,-61.2958,4.8855,4.8855,1.7777,1.7777,-1.0079,-4.2158,-8.2509,20.0678,-23.6617,-1.5274,-3.7859,-9.2895,14.4218,-20.8843
2009/03/05,6.9,0.4367,0.1452,-8.4881,28.9718,-60.0695,5.3435,5.3435,2.2222,2.2222,-0.6019,-4.3557,-13.5583,17.2181,-22.8268,-0.4248,-4.8399,-14.6006,12.6467,-19.8126
2009/03/06,7.12,3.1884,8.7023,-8.1291,33.084,-58.8915,8.7023,8.7023,5.4814,5.4814,4.5092,3.2422,-8.6221,22.5037,-18.2522,4.0162,1.7574,-10.11,17.1709,-15.7725
2009/03/09,7.12,0,8.2067,-6.9282,33.084,-58.0684,0,8.7023,5.4814,5.4814,3.5049,6.9147,-2.2734,27.996,-14.8898,3.8161,6.3466,-2.9501,23.3143,-12.0136
2009/03/10,7.15,0.4213,9.3272,-6.4137,28.136,-55.8098,0.4213,9.1603,5.9258,5.9258,-1.4312,4.914,-1.7922,23.42,-15.1171,-1.2931,4.5151,-2.8232,19.8789,-12.6061
2009/03/11,7.22,0.979,5.0946,-5.4975,32.9648,-55.8141,1.4044,10.229,6.9628,6.9628,1.9016,7.9976,-0.1165,26.2926,-13.9453,1.9069,8.1602,-0.7836,22.542,-11.6208
2009/03/12,7.52,4.1551,8.9854,-6.2346,31.9295,-53.234,5.6179,14.8091,11.4072,11.4072,4.4062,13.4389,-1.2159,20.8219,-10.7996,4.3751,13.3739,-1.891,16.7266,-9.0387
2009/03/13,7.42,-1.3298,4.2134,-8.9572,30.1751,-55.569,4.2134,13.2824,9.9257,9.9257,-1.0965,7.3543,-0.7483,19.4971,-17.1162,-0.8699,8.0482,-0.9635,15.7112,-15.4076
2009/03/16,7.51,1.2129,5.4774,-8.303,23.9271,-53.9266,1.2129,14.6564,11.259,11.259,0.064,3.7854,1.7512,13.6668,-15.2118,-0.4212,3.6382,0.7222,10.2625,-14.5414
2009/03/17,7.89,5.0599,10.3495,1.2835,27.2578,-49.0641,6.3342,20.4579,16.8886,16.8886,1.9798,7.3769,5.9003,13.4038,-12.2864,1.4052,6.4714,4.026,9.6691,-13.0328
2009/03/18,7.93,0.507,9.8337,7.0173,21.8124,-46.128,6.8733,21.0686,17.4812,17.4812,0.263,5.6502,6.3503,10.4171,-11.1173,0.0654,4.5474,4.4109,6.7962,-13.0735
2009/03/19,8.01,1.0088,6.5159,4.8427,17.105,-45.9517,7.9514,22.2899,18.6664,18.6664,-0.8651,0.3161,3.0551,4.3239,-10.2693,-1.1072,-0.9439,1.1396,0.8629,-11.7824
2009/03/20,8.19,2.2472,10.3773,7.1987,19.7366,-44.7371,10.3773,25.038,21.3331,21.3331,1.5601,3.0106,6.2773,5.9515,-7.8409,2.3643,2.2879,5.5988,3.2477,-7.0732
2009/03/23,8.6,5.0061,14.514,10.2562,14.0581,-38.9207,5.0061,31.2975,27.4071,27.4071,3.0016,6.0348,9.3223,-6.9463,-0.2821,2.4424,5.2294,8.9492,-10.2762,1.1011
2009/03/24,8.8,2.3256,11.5336,18.7582,22.7334,-34.2304,7.4481,34.351,30.3701,30.3701,1.7594,5.8056,11.7619,-2.177,1.9889,1.8086,5.648,11.4957,-5.5353,3.4663
2009/03/25,9.09,3.2955,14.628,26.2498,33.0892,-29.1507,10.9891,38.7785,34.6664,34.6664,5.408,11.235,21.5681,7.5853,12.2189,5.4659,11.3498,21.1459,3.6836,15.2357
2009/03/26,9.26,1.8702,15.6056,34.3976,30.0561,-24.0363,13.0648,41.374,37.185,37.185,-1.1556,10.9092,20.7143,1.9611,16.0137,-1.353,11.073,18.7019,-2.3398,19.9083
2009/03/27,9.01,-2.6998,10.0123,37.5572,26.5448,-22.1937,10.0123,37.5572,33.4813,33.4813,-3.2216,5.6872,20.6651,-1.3237,11.7887,-3.4451,4.7694,17.8264,-5.7044,16.7248
2009/03/30,8.7,-3.4406,1.1629,32.8244,35.093,-22.9409,-3.4406,32.8244,28.8887,28.8887,-2.7691,-0.234,17.3237,5.0084,16.9966,-2.8792,-0.6731,14.4339,-0.3078,21.525
2009/03/31,9.14,5.0575,3.8637,39.542,35.4072,-18.9719,1.4429,39.542,35.4072,35.4072,4.3858,2.3409,22.4692,3.889,18.568,4.0813,1.5441,19.1042,-1.8528,22.4731
2009/07/01,9.97,-0.8946,-4.0423,-1.4823,8.9618,72.1933,-3.0155,-0.8946,-0.8946,47.7035,-2.502,-6.7809,-10.8774,-12.7764,51.7838,-3.0809,-7.5148,-13.0311,-14.2473,43.4986
2009/07/02,10.09,1.2036,-4.7214,-0.2965,11.3687,71.0168,-1.8482,0.2982,0.2982,49.4813,-0.5195,-8.9311,-11.2419,-11.7389,48.1868,-0.1671,-9.4947,-12.9711,-12.5841,40.6529
2009/07/03,9.91,-1.7839,-3.5992,-2.0751,8.306,59.8387,-3.5992,-1.491,-1.491,46.8147,-2.6779,-8.5983,-11.8975,-15.1408,39.9214,-3.1056,-9.3567,-13.4874,-16.3242,32.6217
2009/07/06,10,0.9082,-0.299,-10.1527,9.2897,59.2358,0.9082,-0.5963,-0.5963,48.1481,-0.2641,-5.0646,-20.8141,-15.3648,36.06,-0.5156,-6.0534,-21.7458,-16.7555,29.372
2009/07/07,10.1,1,0.3977,-9.2542,8.3692,53.2626,1.9173,0.3977,0.3977,49.6296,2.1513,-3.8298,-19.1104,-14.4403,38.5263,2.0359,-4.8323,-20.1526,-16.4009,32.2611
2009/07/08,10.1,0,1.304,-11.4811,14.1244,52.7989,1.9173,0.3977,0.3977,49.6296,0.2816,-1.084,-20.4583,-13.0433,39.6144,-0.3513,-2.152,-22.1435,-15.5932,32.2673
2009/07/09,10.28,1.7822,1.8831,-5.6014,14.2223,50.2925,3.7337,2.187,2.187,52.2963,0.4048,-0.165,-15.7319,-12.9581,40.5479,0.4625,-1.535,-17.7128,-15.3274,33.424
2009/07/10,10.29,0.0973,3.8346,-4.4567,10.7644,54.273,3.8346,2.2864,2.2864,52.4444,0.3899,2.9821,-13.5904,-13.0574,42.4578,0.0382,1.6599,-15.9477,-15.4014,34.9975
2009/07/13,10.43,1.3605,4.3,1.3606,13.493,52.0409,1.3605,3.678,3.678,54.5184,2.4587,5.7935,-9.7211,-7.391,40.9891,2.4854,4.7264,-12.3529,-10.296,33.6056
2009/07/14,10.5,0.6711,3.9604,2.0409,10.1784,51.7342,2.0407,4.3738,4.3738,55.5554,-1.3967,2.119,-10.982,-11.4701,38.8577,-2.0605,0.522,-14.1589,-14.6296,30.7009
2009/07/15,10.47,-0.2857,3.6633,-0.4753,4.5954,59.3608,1.7492,4.0756,4.0756,55.111,-1.6427,0.1592,-12.9294,-16.8087,38.914,-1.3861,-0.5219,-15.4927,-19.547,30.1491
2009/07/16,10.48,0.0955,1.9455,2.2439,5.1154,66.6137,1.8464,4.175,4.175,55.2591,0.2467,0.0016,-10.8498,-16.3323,41.6051,-0.1313,-1.1099,-13.5258,-19.3267,30.6542
2009/07/17,10.59,1.0496,2.9153,2.0231,9.6273,73.8917,2.9153,5.2684,5.2684,56.8887,0.8596,0.4693,-10.1189,-13.943,46.363,0.4541,-0.6988,-12.7909,-17.4933,34.1987
2009/07/20,10.96,3.4939,5.0815,7.2407,8.9463,71.5182,3.4939,8.9464,8.9464,62.3703,1.0489,-0.913,-5.4443,-14.7132,45.8683,1.5016,-1.6519,-8.0227,-17.8557,34.4706
2009/07/21,10.37,-5.3832,-1.2381,1.4677,2.067,56.8837,-2.0774,3.0816,3.0816,53.6295,-3.8015,-3.3297,-9.0389,-19.4498,39.7076,-4.0122,-3.6118,-11.7131,-22.8566,29.0157
2009/07/22,10.45,0.7715,-0.191,-2.7906,6.5241,57.8552,-1.3219,3.8769,3.8769,54.8148,-1.7781,-3.4627,-14.5949,-20.4661,36.2834,-1.1029,-3.3349,-16.9224,-23.914,27.124
2009/07/23,10.52,0.6699,0.3818,1.1539,7.2377,59.6361,-0.6609,4.5727,4.5727,55.8519,-0.2942,-3.9835,-12.09,-20.616,36.1047,-0.5718,-3.7613,-14.5807,-23.8415,26.0361
2009/07/24,10.31,-1.9962,-2.6439,-0.7698,10.6225,54.3416,-2.6439,2.4853,2.4853,52.7408,-3.2781,-7.9225,-14.0189,-19.6852,33.1846,-2.4127,-6.5077,-15.5647,-22.3952,25.2957
2009/07/27,10.68,3.5887,-2.5547,3.8912,20.2704,52.3541,3.5887,6.1632,6.1632,58.2222,1.7007,-7.3285,-11.4421,-15.7862,27.0691,1.4838,-6.5242,-13.1814,-19.2559,19.616
2009/07/28,10.71,0.2809,3.2787,4.183,20.0673,53.8796,3.8797,6.4614,6.4614,58.6666,0.1887,-3.4846,-11.2749,-16.1422,29.9202,-0.0447,-2.6605,-13.2202,-19.4864,21.3085
2009/07/29,9.89,-7.6564,-5.3589,-1.3957,8.2057,43.5416,-4.0738,-1.6897,-1.6897,46.5185,-2.7956,-4.4844,-10.1838,-18.2372,25.2552,-2.5362,-4.0712,-11.8846,-20.7767,17.2056
2009/07/30,10.31,4.2467,-1.9963,2.4852,12.9244,48.5593,-0.0001,2.4852,2.4852,52.7407,2.5165,-1.7918,-8.6903,-15.769,26.872,2.0582,-1.5339,-10.7198,-18.5123,17.8877
2009/07/31,10.45,1.3579,1.3578,3.8768,14.4578,53.451,1.3578,3.8768,3.8768,54.8148,-1.3305,0.1856,-9.9052,-16.8898,24.8325,-1.3508,-0.4624,-11.9258,-19.613,15.2621
2009/08/03,10.62,1.6268,-0.5618,7.1645,16.3198,53.9132,1.6268,1.6268,5.5667,57.3333,0.1438,-1.3482,-4.4175,-16.7703,24.5415,0.2203,-1.7017,-5.8495,-19.4359,15.4553
2009/08/04,10.87,2.354,1.4939,9.6872,16.7561,63.4588,4.0191,4.0191,8.0518,61.0369,2.0931,0.527,-2.4169,-13.9017,29.0995,2.3653,0.6683,-3.6225,-16.3074,19.7094
2009/08/05,10.98,1.012,11.0212,10.7972,17.4332,65.113,5.0718,5.0718,9.1452,62.6666,2.2772,5.7732,-0.1948,-12.0634,29.5834,2.2454,5.6071,-1.4585,-14.3951,19.3047
2009/08/06,11.09,1.0018,7.5654,10.9,12.9328,71.6719,6.1244,6.1244,10.2387,64.2962,3.1736,6.4511,3.2454,-12.7676,39.092,3.1474,6.7342,2.1698,-14.7564,27.5513
2009/08/07,10.52,-5.1398,0.6698,4.1584,7.2375,61.1026,0.6698,0.6698,4.5726,55.8517,-2.3575,5.3431,-1.3118,-14.5753,34.7627,-2.2574,5.7534,-2.1291,-16.5325,23.2787
2009/08/10,10.62,0.9506,0,3.2069,5.6716,71.2904,0.9506,1.6268,5.5667,57.3332,1.2901,6.549,-1.1068,-14.6226,37.3438,1.2512,6.8413,-1.0509,-16.8463,25.2321
2009/08/11,10.68,0.565,-1.7479,3.79,9.091,81.3244,1.521,2.201,6.1631,58.2222,0.104,4.4732,-1.004,-13.7977,37.1889,0.2303,4.6129,-0.823,-16.4015,25.2617
2009/08/12,10,-6.367,-8.9253,-2.8183,2.1451,78.5717,-4.9429,-4.3062,-0.5963,48.1482,-1.7946,0.314,-2.7805,-14.0837,40.9653,-1.9857,0.2839,-2.7922,-16.1599,28.4673
2009/08/13,9.99,-0.1,-9.9188,-4.2186,2.043,83.303,-5.0379,-4.4019,-0.6957,48,-0.9856,-3.7299,-6.0487,-13.4491,42.7813,-1.3606,-4.0989,-6.4403,-16.5461,30.2346
2009/08/14,9.36,-6.3063,-11.0265,-10.8571,-4.3921,70.1821,-11.0265,-10.4306,-6.9581,38.6667,-3.4285,-4.7858,-7.9846,-17.1657,36.1179,-3.6069,-5.423,-7.9175,-20.1682,24.3369
2009/08/17,8.88,-5.1282,-16.3841,-16.1472,-9.2951,61.4549,-5.1282,-15.0239,-11.7295,31.5556,0.6998,-5.3407,-6.8258,-16.4162,37.8314,1.0406,-5.6197,-5.9543,-19.2359,25.8417
2009/08/18,9,1.3514,-15.7302,-15.014,-12.4512,72.0846,-3.8461,-13.8755,-10.5366,33.3334,-0.0502,-5.4864,-6.8725,-20.2141,37.1451,0.3381,-5.5182,-5.6364,-22.4265,25.5046
2009/08/19,8.47,-5.8889,-15.3,-20.0188,-18.5576,61.027,-9.5085,-18.9473,-15.805,25.4815,-1.6557,-5.3529,-8.4145,-21.7416,35.5272,-0.9745,-4.5436,-6.556,-23.2715,25.446
2009/08/20,8.7,2.7155,-12.9128,-20.6203,-12.9127,57.6091,-7.0512,-16.7463,-13.5187,28.889,-1.7295,-6.0639,-10.9325,-20.6945,36.5896,-1.5253,-4.7029,-9.3426,-22.0946,26.9602
2009/08/21,9.01,3.5632,-3.7393,-13.1146,-10.5262,67.4725,-3.7393,-13.7798,-10.4372,33.4816,1.8427,-0.9367,-5.7067,-21.1076,37.5471,1.6483,0.4925,-3.9964,-23.1952,27.7606
2009/08/24,8.97,-0.444,1.0135,-12.9971,-10.3895,62.7951,-0.444,-14.1626,-10.8348,32.8889,-1.5301,-3.1304,-1.9765,-22.239,30.8061,-1.2447,-1.7804,-1.199,-23.9555,21.2251
2009/08/25,8.81,-1.7837,-2.1111,-14.549,-8.2291,59.0254,-2.2198,-15.6937,-12.4253,30.5186,0.8311,-2.2763,-1.162,-17.8536,31.6233,1.9989,-0.1545,0.7759,-18.7675,22.7547
2009/08/26,9.02,2.3837,6.4935,-12.5121,-6.3342,71.4832,0.111,-13.6841,-10.3378,33.6297,0.5968,-0.038,-0.5721,-18.2973,35.8,0.3648,1.1957,1.1435,-19.6981,26.0302
2009/08/27,9.59,6.3193,10.2299,-10.2059,-0.5185,90.6564,6.4373,-8.2295,-4.6717,42.0742,7.0843,8.9275,4.6912,-11.1024,51.5564,6.8611,9.8138,6.5028,-13.0184,40.4586
2009/08/28,9.1,-5.1095,0.9989,-15.0326,-5.6015,79.8422,0.9989,-12.9186,-9.5425,34.8149,-2.2665,4.5324,2.1256,-13.1173,47.7458,-1.6985,6.1981,4.7405,-14.4959,37.8783
2009/08/31,8.5,-6.5934,-5.2396,-18.6602,-11.8255,62.2141,-6.5934,-18.6602,-15.5068,25.926,0.1621,6.3289,4.0341,-12.9764,45.7736,0.552,8.1303,7.33,-14.0238,37.0738
2009/09/01,8.54,0.4706,-3.0646,-18.2774,-15.6125,69.7816,-6.1538,0.4706,-15.1091,26.5186,-0.1276,5.318,3.9013,-14.4317,47.0958,-0.0039,6.0071,7.3258,-15.1781,37.8671
2009/09/02,8.54,0,-5.3215,-18.2774,-15.6125,65.1841,-6.1538,0.4706,-15.1091,26.5186,-1.151,3.488,2.7054,-15.3226,40.2336,-1.6336,3.8964,5.5726,-16.3665,30.5852
2009/09/03,8.87,3.8642,-7.5078,-16.4782,-12.3516,72.9049,-2.5274,4.353,-11.8288,31.4076,-0.8836,-4.2122,1.6518,-14.3983,38.3633,-1.6163,-4.3458,3.6379,-15.5848,27.2416
2009/09/04,9.03,1.8038,-0.7692,-16.9272,-10.7706,73.3208,-0.7692,6.2353,-10.2384,33.7779,1.2138,-0.8011,0.7763,-13.7131,37.9372,0.9708,-1.7483,2.2261,-14.3487,26.7959
2009/09/07,9.03,0,6.2353,-14.1633,-18.8678,80.9621,0,6.2353,-10.2384,33.7779,-0.6771,-1.6323,-2.8547,-22.4504,38.3348,-0.8719,-3.1397,-1.6957,-23.1778,27.2842
2009/09/08,9.08,0.5537,6.3232,-13.6881,-20.4205,81.9641,0.5537,6.8235,-9.7413,34.5186,-1.14,-2.6293,-3.9622,-24.8236,33.0927,-1.5633,-4.6502,-3.2325,-26.0042,22.0285
2009/09/09,8.99,-0.9912,5.2693,-14.5436,-17.447,78.7278,-0.443,5.7647,-10.636,33.1853,-1.5216,-2.9944,-5.4235,-21.8846,30.1684,-1.7331,-4.7467,-4.9095,-23.5025,19.6664
2009/09/10,9.18,2.1135,3.4949,-13.5592,-14.7631,76.5387,1.6611,8,-8.7473,36.0002,2.8597,0.6691,-3.9579,-17.929,29.8143,3.1464,-0.1356,-3.1297,-19.4339,19.6212
2009/09/11,9.32,1.5251,3.2116,-12.7339,-11.6586,72.9132,3.2116,9.6471,-7.3556,38.0743,-0.679,-1.2134,-4.7092,-17.3458,20.2367,-0.8333,-1.9199,-4.1576,-19.2022,10.6489
2009/09/14,9.51,2.0386,5.3157,1.6027,-7.5799,80.7989,2.0386,11.8824,-5.4669,40.8891,0.793,0.2486,2.2819,-16.2206,24.2268,0.3264,-0.7342,3.178,-18.4432,14.0677
2009/09/15,10.46,9.9895,15.1983,11.7523,-0.5701,98.8598,12.2317,23.0589,3.9764,54.9632,9.7362,11.2775,12.2402,-8.573,36.3218,9.6815,10.6053,13.1672,-10.6995,25.1112
2009/09/16,11.51,10.0382,28.0312,22.9702,12.2929,118.8217,23.4978,35.4118,14.4138,70.5187,11.2861,25.7498,24.9078,3.9193,44.9203,11.5379,25.5427,26.2244,2.0563,34.3622
2009/09/17,12.66,9.9913,37.9085,42.5677,21.9655,152.1916,35.8368,48.9412,25.8452,87.5557,7.8151,31.8079,33.7335,11.9965,58.97,7.9419,31.3795,34.8458,10.5955,46.5347
2009/09/18,12.15,-4.0284,30.3648,35.0001,16.8271,154.1847,30.3648,42.9412,20.7757,80.0003,-0.8671,31.5584,32.6406,12.5382,62.655,-0.4169,31.9311,33.8311,11.6327,50.6175
2009/09/21,12.38,1.893,30.1788,37.403,21.1353,146.6141,1.893,45.6471,23.062,83.4077,1.7438,32.7995,37.1141,17.603,72.4788,1.6099,33.619,37.1895,16.28,59.3392
2009/09/22,11.55,-6.7044,10.4206,28.1909,7.442,119.1655,-4.9383,35.8824,14.8114,71.1113,-4.468,15.61,30.9878,7.3956,69.1577,-4.3928,16.4729,31.1631,5.7788,54.5279
2009/09/23,11.65,0.8658,1.2163,29.3008,12.0194,132.5354,-4.1153,37.0588,15.8054,72.5928,2.8114,6.806,34.6704,13.9888,80.0842,3.2047,7.7709,35.3664,12.8915,61.3629
2009/09/24,11.12,-4.5494,-12.1643,23.9688,7.0262,117.6129,-8.4775,30.8235,10.537,64.7408,-4.9118,-5.8017,30.0456,9.6045,69.0547,-5.1956,-5.3457,29.9508,8.4088,51.0714
